filename,title,source_url,direct_url,license,artist,description,sha256
commons_14703064_Newmarket_Train_Station_Is_Finished_II.jpg,File:Newmarket Train Station Is Finished II.jpg,https://commons.wikimedia.org/wiki/File%3ANewmarket_Train_Station_Is_Finished_II.jpg,https://upload.wikimedia.org/wikipedia/commons/a/aa/Newmarket_Train_Station_Is_Finished_II.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Public domain,"<a href=""//commons.wikimedia.org/wiki/User:Ingolfson"" title=""User:Ingolfson"">Ingolfson</a>","Looking down onto the platforms at <a href=""https://en.wikipedia.org/wiki/Newmarket_Train_Station,_New_Zealand"" class=""extiw"" title=""en:Newmarket Train Station, New Zealand"">Newmarket Train Station</a> in <a href=""https://en.wikipedia.org/wiki/Auckland"" class=""extiw"" title=""en:Auckland"">Auckland</a>, <a href=""https://en.wikipedia.org/wiki/New_Zealand"" class=""extiw"" title=""en:New Zealand"">New Zealand</a>. Looking northwest from the eastern pedestrian access ramp.",f38db5271db6c0a9af56b6e701b8794d26ce26d7b40548e2d2af1feb5be48da6
commons_14874418_Panmure_Train_Station_Trenching.jpg,File:Panmure Train Station Trenching.jpg,https://commons.wikimedia.org/wiki/File%3APanmure_Train_Station_Trenching.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8c/Panmure_Train_Station_Trenching.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Public domain,"<a href=""//commons.wikimedia.org/wiki/User:Ingolfson"" title=""User:Ingolfson"">Ingolfson</a>","<a href=""https://en.wikipedia.org/wiki/Panmure_Train_Station"" class=""extiw"" title=""en:Panmure Train Station"">Panmure Train Station</a> in <a href=""https://en.wikipedia.org/wiki/Auckland"" class=""extiw"" title=""en:Auckland"">Auckland</a>, <a href=""https://en.wikipedia.org/wiki/New_Zealand"" class=""extiw"" title=""en:New Zealand"">New Zealand</a>. Looking north into the trench.",aa8876af47c1b0ced4541b58ed25ce098c7cad259192801f002b009fd4ef8ce3
commons_15282574_Cityrail_Tactile_Platform_Line.jpg,File:Cityrail Tactile Platform Line.jpg,https://commons.wikimedia.org/wiki/File%3ACityrail_Tactile_Platform_Line.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e6/Cityrail_Tactile_Platform_Line.jpg/1920px-Cityrail_Tactile_Platform_Line.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Loyalcityrailcustomer&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Loyalcityrailcustomer (page does not exist)"">Loyalcityrailcustomer</a>",tactile yellow line,229c484660165220b25747206ca7546dcd241862cc7be29c6affcdbd0cef645f
commons_17952932_KiwiRail_Locomotive_At_Britomart.jpg,File:KiwiRail Locomotive At Britomart.jpg,https://commons.wikimedia.org/wiki/File%3AKiwiRail_Locomotive_At_Britomart.jpg,https://upload.wikimedia.org/wikipedia/commons/f/fd/KiwiRail_Locomotive_At_Britomart.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Public domain,"<a href=""//commons.wikimedia.org/wiki/User:Ingolfson"" title=""User:Ingolfson"">Ingolfson</a>","Looking westwards along the northernmost platform in <a href=""https://en.wikipedia.org/wiki/Britomart_Transport_Centre"" class=""extiw"" title=""en:Britomart Transport Centre"">Britomart</a>, <a href=""https://en.wikipedia.org/wiki/Auckland"" class=""extiw"" title=""en:Auckland"">Auckland</a>, <a href=""https://en.wikipedia.org/wiki/New_Zealand"" class=""extiw"" title=""en:New Zealand"">New Zealand</a>.",abf4561bbea4d8a941102c2c5e8a570711755266d6d6a0e9f8f36f2a6e1bc4c5
commons_19170842_Manukau_Station.jpg,File:Manukau Station.jpg,https://commons.wikimedia.org/wiki/File%3AManukau_Station.jpg,https://upload.wikimedia.org/wikipedia/commons/1/16/Manukau_Station.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/wiki/User:Pcuser42"" title=""User:Pcuser42"">Pcuser42</a>",The west end of Manukau Station during a community open day on 14 April,c24586e70d1082b74977526b0b976108ab8366307663e8f5f048fc5cb9350332
commons_19822898_Paris_Est_caddie_sur_un_quai.jpg,"File:Paris Est, caddie sur un quai.jpg",https://commons.wikimedia.org/wiki/File%3AParis_Est%2C_caddie_sur_un_quai.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a9/Paris_Est%2C_caddie_sur_un_quai.jpg/1920px-Paris_Est%2C_caddie_sur_un_quai.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 3.0,"<p><a href=""//commons.wikimedia.org/wiki/User:Coyau"" title=""User:Coyau"">Coyau</a>
</p>",Caddie luggage cart on the platform of Gare de Paris-Est.,904eee0ebb9959264fce6f288be06214604f773f952680441ed621b885e95842
commons_20765001_Platform_end_marker.jpg,File:Platform end marker.jpg,https://commons.wikimedia.org/wiki/File%3APlatform_end_marker.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5f/Platform_end_marker.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,CC BY-SA 3.0,"No machine-readable author provided. <a href=""//commons.wikimedia.org/w/index.php?title=User:Ichitaro&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Ichitaro (page does not exist)"">Ichitaro</a> assumed (based on copyright claims).",,57f1e87bba3b1a8e2a9e1e00ab8be4b411ee5afd260467a5ecd25fe6fc2fde41
commons_21583331_Est_Ing_Castello_Anden.jpg,File:Est. Ing Castello Anden.jpg,https://commons.wikimedia.org/wiki/File%3AEst._Ing_Castello_Anden.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/20/Est._Ing_Castello_Anden.jpg/1920px-Est._Ing_Castello_Anden.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Chryslerark&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Chryslerark (page does not exist)"">Leonardo Meza</a>",Andenes,49bdca6539d137006903ac858c40014a8ffa23531652ee525498e52009423627
commons_23215780_Arden_-_Del_Paso_4043_02.jpg,File:Arden - Del Paso 4043 02.JPG,https://commons.wikimedia.org/wiki/File%3AArden_-_Del_Paso_4043_02.JPG,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/65/Arden_-_Del_Paso_4043_02.JPG/1920px-Arden_-_Del_Paso_4043_02.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC0,"<a href=""//commons.wikimedia.org/wiki/User:Pedro_Xing"" title=""User:Pedro Xing"">Pedro Xing</a>","The <a href=""https://en.wikipedia.org/wiki/Arden_/_Del_Paso"" class=""extiw"" title=""w:Arden / Del Paso"">Arden / Del Paso</a> light rail station in Sacramento, California, USA.",2fae9b34c081d079ecf600f9de89366b9a821758c1cd43f88d2c12997c97b2c4
commons_28917160_PieveemanueleFS_4.jpg,File:PieveemanueleFS 4.jpg,https://commons.wikimedia.org/wiki/File%3APieveemanueleFS_4.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3b/PieveemanueleFS_4.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:DeCampo94&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:DeCampo94 (page does not exist)"">DeCampo94</a>",Ingresso con scivolo e scale,a9afeffb7bf2ac445f93e728950230a6957ba500f4a213346995a82323bac7a0
