source_path,session_id,location_id,location_type,source_name,usage_permission,device_model,camera_position,lighting,motion,surface,dataset_task,notes
011_39275624.jpg,published_011,station_source_011,station_interior,wikimedia_commons,"CC BY-SA 4.0; https://commons.wikimedia.org/wiki/File:Interior_of_Purwokerto_Station,_Purwokerto_2015-03-20.jpg",unknown_published_image,varied_published_photo,normal_or_unknown,static_photo,mixed,tactile,"File:Interior of Purwokerto Station, Purwokerto 2015-03-20.jpg; artist=<a href=""//commons.wikimedia.org/wiki/User:Crisco_1492"" title=""User:Crisco 1492"">Crisco 1492</a>"
012_42460141.jpg,published_012,station_source_012,station_platform,wikimedia_commons,CC BY-SA 4.0; https://commons.wikimedia.org/wiki/File:Jakarta_Kota_Station_platform.jpg,unknown_published_image,varied_published_photo,normal_or_unknown,static_photo,mixed,tactile,"File:Jakarta Kota Station platform.jpg; artist=<a href=""//commons.wikimedia.org/w/index.php?title=User:Jedidiahmarada&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Jedidiahmarada (page does not exist)"">Jedidiahmarada</a>"
013_120611353.jpg,published_013,station_source_013,station_track_area,wikimedia_commons,CC BY-SA 4.0; https://commons.wikimedia.org/wiki/File:Kalibata_City_from_Duren_Kalibata_Station.jpg,unknown_published_image,varied_published_photo,normal_or_unknown,static_photo,mixed,tactile,"File:Kalibata City from Duren Kalibata Station.jpg; artist=<a href=""//commons.wikimedia.org/wiki/User:Fadly_kurniadi"" title=""User:Fadly kurniadi"">Fadly Kurniadi</a>"
014_137778712.jpg,published_014,station_source_014,station_platform,wikimedia_commons,CC BY-SA 4.0; https://commons.wikimedia.org/wiki/File:KCIC400AF_and_the_Platforms_of_Halim_Station.jpg,unknown_published_image,varied_published_photo,normal_or_unknown,static_photo,mixed,tactile,"File:KCIC400AF and the Platforms of Halim Station.jpg; artist=<a href=""//commons.wikimedia.org/wiki/User:NFarras"" title=""User:NFarras"">NFarras</a> for Transport for Bandung"
015_50918222.jpg,published_015,station_source_015,station_track_area,wikimedia_commons,CC BY-SA 4.0; https://commons.wikimedia.org/wiki/File:Kereta_api_Maharani.jpg,unknown_published_image,varied_published_photo,normal_or_unknown,static_photo,mixed,tactile,"File:Kereta api Maharani.jpg; artist=<a href=""//commons.wikimedia.org/wiki/User:Adhi_Kurniawan"" title=""User:Adhi Kurniawan"">Adhi Kurniawan</a>"
016_15222597.jpg,published_016,station_source_016,station_track_area,wikimedia_commons,CC BY-SA 3.0; https://commons.wikimedia.org/wiki/File:KTA-01.JPG,unknown_published_image,varied_published_photo,normal_or_unknown,static_photo,mixed,tactile,"File:KTA-01.JPG; artist=<a href=""//commons.wikimedia.org/wiki/User:Aldio_Yudha_Trisandy"" title=""User:Aldio Yudha Trisandy"">Aldio Yudha Trisandy</a>"
017_106327604.jpg,published_017,station_source_017,station_track_area,wikimedia_commons,CC BY-SA 4.0; https://commons.wikimedia.org/wiki/File:Morning_Train.jpg,unknown_published_image,varied_published_photo,normal_or_unknown,static_photo,mixed,tactile,"File:Morning Train.jpg; artist=<a href=""//commons.wikimedia.org/w/index.php?title=User:Altair910&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Altair910 (page does not exist)"">Aditia Ariyanto</a>"
018_26110885.jpg,pasarturi_018,surabaya_pasarturi,station_platform,wikimedia_commons,CC BY-SA 2.0; https://commons.wikimedia.org/wiki/File:Peron_Stasiun_Pasarturi.jpg,unknown_published_image,varied_published_photo,normal_or_unknown,static_photo,mixed,tactile,"File:Peron Stasiun Pasarturi.jpg; artist=Wishnu Zaki from <a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/photos/wishnuzaki/"">flickr</a>"
019_54646875.jpg,tawang_019,semarang_tawang,station_platform,wikimedia_commons,"CC BY-SA 4.0; https://commons.wikimedia.org/wiki/File:Semarang_Tawang_Station_main_platform,_Central_Java,_Indonesia.jpg",unknown_published_image,varied_published_photo,normal_or_unknown,static_photo,mixed,tactile,"File:Semarang Tawang Station main platform, Central Java, Indonesia.jpg; artist=<a href=""//commons.wikimedia.org/w/index.php?title=User:CIRCUS&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:CIRCUS (page does not exist)"">CIRCUS</a>"
020_2452061.jpg,tawang_020,semarang_tawang,station_track_area,wikimedia_commons,CC BY-SA 3.0; https://commons.wikimedia.org/wiki/File:Semarang_Tawang_station.JPG,unknown_published_image,varied_published_photo,normal_or_unknown,static_photo,mixed,tactile,"File:Semarang Tawang station.JPG; artist=<a href=""//commons.wikimedia.org/wiki/User:Midori"" title=""User:Midori"">Midori</a>"
021_167019772.jpg,pasarturi_bahnfrend_2025,surabaya_pasarturi,station_track_area,wikimedia_commons,"CC BY-SA 4.0; https://commons.wikimedia.org/wiki/File:Sembrani,_Surabaya_Pasarturi_Station,_2025_(03).jpg",unknown_published_image,varied_published_photo,normal_or_unknown,static_photo,mixed,tactile,"File:Sembrani, Surabaya Pasarturi Station, 2025 (03).jpg; artist=<a href=""//commons.wikimedia.org/wiki/User:Bahnfrend"" title=""User:Bahnfrend"">Bahnfrend</a>"
022_167019789.jpg,pasarturi_bahnfrend_2025,surabaya_pasarturi,station_track_area,wikimedia_commons,"CC BY-SA 4.0; https://commons.wikimedia.org/wiki/File:Sembrani,_Surabaya_Pasarturi_Station,_2025_(04).jpg",unknown_published_image,varied_published_photo,normal_or_unknown,static_photo,mixed,tactile,"File:Sembrani, Surabaya Pasarturi Station, 2025 (04).jpg; artist=<a href=""//commons.wikimedia.org/wiki/User:Bahnfrend"" title=""User:Bahnfrend"">Bahnfrend</a>"
023_93365891.jpg,published_023,station_source_023,station_track_area,wikimedia_commons,GFDL; https://commons.wikimedia.org/wiki/File:Sta._Kosambi.JPG,unknown_published_image,varied_published_photo,normal_or_unknown,static_photo,mixed,tactile,"File:Sta. Kosambi.JPG; artist=<a href=""//commons.wikimedia.org/w/index.php?title=User:Evremonde&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Evremonde (page does not exist)"">User:Evremonde</a>"
024_67669998.jpg,published_024,station_source_024,station_platform,wikimedia_commons,CC BY-SA 4.0; https://commons.wikimedia.org/wiki/File:Stasiun_Banjar_peron.jpg,unknown_published_image,varied_published_photo,normal_or_unknown,static_photo,mixed,tactile,File:Stasiun Banjar peron.jpg; artist=<dl><dd>id:user:Evremonde</dd></dl>
025_86610215.jpg,published_025,station_source_025,station_track_area,wikimedia_commons,CC BY-SA 4.0; https://commons.wikimedia.org/wiki/File:Stasiun_Benowo_2020.jpg,unknown_published_image,varied_published_photo,normal_or_unknown,static_photo,mixed,tactile,"File:Stasiun Benowo 2020.jpg; artist=<a href=""https://id.wikipedia.org/wiki/Pengguna:Rizal_Febri"" class=""extiw"" title=""id:Pengguna:Rizal Febri"">Rizal Febri Ardiansyah</a>"
026_116115102.jpg,jatinegara_herryz,jatinegara,station_interior,wikimedia_commons,CC BY-SA 4.0; https://commons.wikimedia.org/wiki/File:Stasiun_Jatinegara_(Dalam)_2.jpg,unknown_published_image,varied_published_photo,normal_or_unknown,static_photo,mixed,tactile,"File:Stasiun Jatinegara (Dalam) 2.jpg; artist=<a href=""//commons.wikimedia.org/wiki/User:Herryz"" title=""User:Herryz"">Herryz</a>"
027_116114944.jpg,jatinegara_herryz,jatinegara,station_platform,wikimedia_commons,CC BY-SA 4.0; https://commons.wikimedia.org/wiki/File:Stasiun_Jatinegara_(Peron).jpg,unknown_published_image,varied_published_photo,normal_or_unknown,static_photo,mixed,tactile,"File:Stasiun Jatinegara (Peron).jpg; artist=<a href=""//commons.wikimedia.org/wiki/User:Herryz"" title=""User:Herryz"">Herryz</a>"
028_86610216.jpg,published_028,station_source_028,station_track_area,wikimedia_commons,CC BY-SA 4.0; https://commons.wikimedia.org/wiki/File:Stasiun_Kandangan_2020.jpg,unknown_published_image,varied_published_photo,normal_or_unknown,static_photo,mixed,tactile,"File:Stasiun Kandangan 2020.jpg; artist=<a href=""https://id.wikipedia.org/wiki/Pengguna:Rizal_Febri"" class=""extiw"" title=""id:Pengguna:Rizal Febri"">Rizal Febri Ardiansyah</a>"
029_42453067.jpg,published_029,station_source_029,station_track_area,wikimedia_commons,CC BY-SA 4.0; https://commons.wikimedia.org/wiki/File:Stasiun_Martapura_08-2015.jpg,unknown_published_image,varied_published_photo,normal_or_unknown,static_photo,mixed,tactile,"File:Stasiun Martapura 08-2015.jpg; artist=<a href=""//commons.wikimedia.org/wiki/User:Aldio_Yudha_Trisandy"" title=""User:Aldio Yudha Trisandy"">Aldio Yudha Trisandy</a>"
030_112796977.jpg,published_030,station_source_030,station_track_area,wikimedia_commons,CC BY-SA 4.0; https://commons.wikimedia.org/wiki/File:Stasiun_MRT_Blok_A_20190610.jpg,unknown_published_image,varied_published_photo,normal_or_unknown,static_photo,mixed,tactile,"File:Stasiun MRT Blok A 20190610.jpg; artist=<a href=""//commons.wikimedia.org/w/index.php?title=User:Sumberjaya2014&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Sumberjaya2014 (page does not exist)"">Sumberjaya2014</a>"
031_63672159.jpg,published_031,station_source_031,station_track_area,wikimedia_commons,CC BY-SA 4.0; https://commons.wikimedia.org/wiki/File:Stasiun_Patukan_2017.jpg,unknown_published_image,varied_published_photo,normal_or_unknown,static_photo,mixed,tactile,"File:Stasiun Patukan 2017.jpg; artist=<a href=""//commons.wikimedia.org/wiki/User:Alqhaderi_Aliffianiko"" class=""mw-redirect"" title=""User:Alqhaderi Aliffianiko"">Alqhaderi Aliffianiko</a>"
032_166526831.jpg,tawang_bahnfrend_2025,semarang_tawang,station_interior,wikimedia_commons,"CC BY-SA 4.0; https://commons.wikimedia.org/wiki/File:Station_building,_Semarang_Tawang_Station,_2025_(04).jpg",unknown_published_image,varied_published_photo,normal_or_unknown,static_photo,mixed,tactile,"File:Station building, Semarang Tawang Station, 2025 (04).jpg; artist=<a href=""//commons.wikimedia.org/wiki/User:Bahnfrend"" title=""User:Bahnfrend"">Bahnfrend</a>"
033_166526840.jpg,tawang_bahnfrend_2025,semarang_tawang,station_interior,wikimedia_commons,"CC BY-SA 4.0; https://commons.wikimedia.org/wiki/File:Station_building,_Semarang_Tawang_Station,_2025_(05).jpg",unknown_published_image,varied_published_photo,normal_or_unknown,static_photo,mixed,tactile,"File:Station building, Semarang Tawang Station, 2025 (05).jpg; artist=<a href=""//commons.wikimedia.org/wiki/User:Bahnfrend"" title=""User:Bahnfrend"">Bahnfrend</a>"
034_166526836.jpg,tawang_bahnfrend_2025,semarang_tawang,station_interior,wikimedia_commons,"CC BY-SA 4.0; https://commons.wikimedia.org/wiki/File:Station_building,_Semarang_Tawang_Station,_2025_(06).jpg",unknown_published_image,varied_published_photo,normal_or_unknown,static_photo,mixed,tactile,"File:Station building, Semarang Tawang Station, 2025 (06).jpg; artist=<a href=""//commons.wikimedia.org/wiki/User:Bahnfrend"" title=""User:Bahnfrend"">Bahnfrend</a>"
035_166526837.jpg,tawang_bahnfrend_2025,semarang_tawang,station_interior,wikimedia_commons,"CC BY-SA 4.0; https://commons.wikimedia.org/wiki/File:Station_building,_Semarang_Tawang_Station,_2025_(07).jpg",unknown_published_image,varied_published_photo,normal_or_unknown,static_photo,mixed,tactile,"File:Station building, Semarang Tawang Station, 2025 (07).jpg; artist=<a href=""//commons.wikimedia.org/wiki/User:Bahnfrend"" title=""User:Bahnfrend"">Bahnfrend</a>"
036_166544048.jpg,tawang_bahnfrend_2025,semarang_tawang,station_interior,wikimedia_commons,"CC BY-SA 4.0; https://commons.wikimedia.org/wiki/File:Station_building,_Semarang_Tawang_Station,_2025_(22).jpg",unknown_published_image,varied_published_photo,normal_or_unknown,static_photo,mixed,tactile,"File:Station building, Semarang Tawang Station, 2025 (22).jpg; artist=<a href=""//commons.wikimedia.org/wiki/User:Bahnfrend"" title=""User:Bahnfrend"">Bahnfrend</a>"
037_70162939.jpg,published_037,station_source_037,station_platform,wikimedia_commons,CC BY-SA 4.0; https://commons.wikimedia.org/wiki/File:Station_Platforms_Of_Stasiun_Lawang_Facing_South.jpg,unknown_published_image,varied_published_photo,normal_or_unknown,static_photo,mixed,tactile,"File:Station Platforms Of Stasiun Lawang Facing South.jpg; artist=<a href=""//commons.wikimedia.org/w/index.php?title=User:ZidaneHartono&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:ZidaneHartono (page does not exist)"">ZidaneHartono</a>"
038_64875030.jpg,published_038,station_source_038,station_track_area,wikimedia_commons,CC BY-SA 4.0; https://commons.wikimedia.org/wiki/File:Vandalism_in_Gunung_Putri_Station_(2015).jpg,unknown_published_image,varied_published_photo,normal_or_unknown,static_photo,mixed,tactile,"File:Vandalism in Gunung Putri Station (2015).jpg; artist=<a href=""//commons.wikimedia.org/wiki/User:OktaRama2010"" title=""User:OktaRama2010"">OktaRama2010</a>"
039_81090396.jpg,published_039,station_source_039,station_platform,wikimedia_commons,CC BY-SA 3.0; https://commons.wikimedia.org/wiki/File:Wonogiri_station_platform_2.jpg,unknown_published_image,varied_published_photo,normal_or_unknown,static_photo,mixed,tactile,"File:Wonogiri station platform 2.jpg; artist=<a href=""https://en.wikipedia.org/wiki/id:User:Cal1407"" class=""extiw"" title=""w:id:User:Cal1407"">Cal1407</a> at <a href=""https://en.wikipedia.org/wiki/id:"" class=""extiw"" title=""w:id:"">Indonesian Wikipedia</a>"
040_137394087.jpg,published_040,station_source_040,station_track_area,wikimedia_commons,CC BY-SA 3.0; https://commons.wikimedia.org/wiki/File:(4)_TMII_LRT_Station.jpg,unknown_published_image,varied_published_photo,normal_or_unknown,static_photo,mixed,tactile,"File:(4) TMII LRT Station.jpg; artist=<a href=""//commons.wikimedia.org/w/index.php?title=User:RasyaAbhirama13&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:RasyaAbhirama13 (page does not exist)"">RasyaAbhirama13</a>"
041_77714632.jpg,published_041,station_source_041,station_track_area,wikimedia_commons,CC BY 4.0; https://commons.wikimedia.org/wiki/File:ASEAN_MRT_Station_during_heavy_rain.jpg,unknown_published_image,varied_published_photo,normal_or_unknown,static_photo,mixed,tactile,"File:ASEAN MRT Station during heavy rain.jpg; artist=<a href=""//commons.wikimedia.org/wiki/User:Vulphere"" class=""mw-redirect"" title=""User:Vulphere"">VulcanSphere</a>"
042_140835783.jpg,blok_m_042,blok_m,station_platform,wikimedia_commons,CC BY-SA 4.0; https://commons.wikimedia.org/wiki/File:Blok_M_MRT_Platform_Nov_2023.jpg,unknown_published_image,varied_published_photo,normal_or_unknown,static_photo,mixed,tactile,"File:Blok M MRT Platform Nov 2023.jpg; artist=<a href=""//commons.wikimedia.org/w/index.php?title=User:Griff88&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Griff88 (page does not exist)"">Griff88</a>"
043_139745179.jpg,published_043,station_source_043,station_track_area,wikimedia_commons,CC BY-SA 4.0; https://commons.wikimedia.org/wiki/File:Dukuh_Atas_LRT_Station_PSD.jpg,unknown_published_image,varied_published_photo,normal_or_unknown,static_photo,mixed,tactile,"File:Dukuh Atas LRT Station PSD.jpg; artist=<a href=""//commons.wikimedia.org/w/index.php?title=User:Griff88&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Griff88 (page does not exist)"">Griff88</a>"
044_77601320.jpg,blok_m_044,blok_m,station_interior,wikimedia_commons,CC BY-SA 4.0; https://commons.wikimedia.org/wiki/File:Inside_Jakart_MRT_Station_Blok_M.jpg,unknown_published_image,varied_published_photo,normal_or_unknown,static_photo,mixed,tactile,"File:Inside Jakart MRT Station Blok M.jpg; artist=<a href=""//commons.wikimedia.org/w/index.php?title=User:Ramsesinaga&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Ramsesinaga (page does not exist)"">Ramses Sinaga</a>"
045_77601318.jpg,published_045,station_source_045,station_interior,wikimedia_commons,CC BY-SA 4.0; https://commons.wikimedia.org/wiki/File:Inside_Jakarta_MRT_Station_Bundaran_HI.jpg,unknown_published_image,varied_published_photo,normal_or_unknown,static_photo,mixed,tactile,"File:Inside Jakarta MRT Station Bundaran HI.jpg; artist=<a href=""//commons.wikimedia.org/w/index.php?title=User:Ramsesinaga&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Ramsesinaga (page does not exist)"">Ramses Sinaga</a>"
046_77812819.jpg,published_046,station_source_046,station_interior,wikimedia_commons,CC BY-SA 3.0; https://commons.wikimedia.org/wiki/File:Inside_the_elevated_MRT_Jakarta_Station.jpg,unknown_published_image,varied_published_photo,normal_or_unknown,static_photo,mixed,tactile,"File:Inside the elevated MRT Jakarta Station.jpg; artist=<a href=""//commons.wikimedia.org/w/index.php?title=User:Lima_Em_Railfans&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Lima Em Railfans (page does not exist)"">Lima_Em_Railfans</a>"
047_77649721.jpg,published_047,station_source_047,station_platform,wikimedia_commons,CC BY 4.0; https://commons.wikimedia.org/wiki/File:Jakarta_MRT_Bendungan_Hilir_Station_Platform.jpg,unknown_published_image,varied_published_photo,normal_or_unknown,static_photo,mixed,tactile,"File:Jakarta MRT Bendungan Hilir Station Platform.jpg; artist=<a href=""//commons.wikimedia.org/wiki/User:Vulphere"" class=""mw-redirect"" title=""User:Vulphere"">VulcanSphere</a>"
048_77563734.jpg,blok_m_048,blok_m,station_track_area,wikimedia_commons,CC BY 4.0; https://commons.wikimedia.org/wiki/File:Jakarta_MRT_Blok_M_MRT_Station.jpg,unknown_published_image,varied_published_photo,normal_or_unknown,static_photo,mixed,tactile,"File:Jakarta MRT Blok M MRT Station.jpg; artist=<a href=""//commons.wikimedia.org/wiki/User:Vulphere"" class=""mw-redirect"" title=""User:Vulphere"">VulcanSphere</a>"
049_77649720.jpg,istora_049,istora_mandiri,station_platform,wikimedia_commons,CC BY 4.0; https://commons.wikimedia.org/wiki/File:Jakarta_MRT_Istora_Station_Platform.jpg,unknown_published_image,varied_published_photo,normal_or_unknown,static_photo,mixed,tactile,"File:Jakarta MRT Istora Station Platform.jpg; artist=<a href=""//commons.wikimedia.org/wiki/User:Vulphere"" class=""mw-redirect"" title=""User:Vulphere"">VulcanSphere</a>"
050_77688485.jpg,published_050,station_source_050,station_track_area,wikimedia_commons,CC BY 4.0; https://commons.wikimedia.org/wiki/File:Lebak_Bulus_MRT_Station_passengers.jpg,unknown_published_image,varied_published_photo,normal_or_unknown,static_photo,mixed,tactile,"File:Lebak Bulus MRT Station passengers.jpg; artist=<a href=""//commons.wikimedia.org/wiki/User:Vulphere"" class=""mw-redirect"" title=""User:Vulphere"">VulcanSphere</a>"
